书名,作者,状态,种类,总字数,总点击,总推荐,书评分,评价人数,作者等级,作品数,总创作字数,总创作天数,作品荣誉,本月票数,打赏数
史上最牛穿越,那一抹绯红,完本,仙侠,,,,2,2,    Lv.5 ,8,1605.10万,2287,90,2,0
无唐,秉笔丹青,连载,历史,,,,0,0,    Lv.1 ,1,27.76万,72,88,0,0
传奇大英雄,墨乡,完本,游戏,,,,8.8,59,    Lv.5 ,6,1016.33万,1936,69,0,0
迷航一六四二,土土的包子,暂停,历史,,,,0,0,    Lv.3 ,2,311.71万,1175,89,0,0
洪荒之太一证道路,熊二先生,完本,仙侠,,,,8.7,67,    Lv.4 ,5,432.29万,909,37,0,0
医匡九合,影山红,完本,历史,,,,8.7,13,    Lv.2 ,2,278.59万,646,38,0,0
网游之星剑传奇,星辰旅者,连载,游戏,,,,9.1,64,    Lv.2 ,1,684.05万,1884,37,66,0
北宋仕途,孤心书生,连载,历史,,,,8.5,18,    Lv.1 ,1,148.11万,520,90,3,0
大道修行者,归卧故山,完本,仙侠,,,,8.9,144,    Lv.2 ,4,905.65万,1749,69,1,0
她们说我是剑侠,先飞看刀,完本,仙侠,,,,9.1,163,    Lv.4 ,5,752.97万,2410,37,0,0
附魔传说,魔语冰殇,完本,游戏,,,,8.6,65,    Lv.1 ,2,436.33万,828,68,0,0
逍遥岛主,和尚用潘婷,完本,都市,,,,2,5,    Lv.3 ,4,524.08万,1621,89,6,0
三国之董卓布武,马布,完本,历史,,,,2,1,    Lv.1 ,2,48.02万,113,89,0,0
1937全球速递,畅总助理,连载,历史,,,,8.6,39,    Lv.2 ,1,102.52万,371,67,0,0
一代宗师都市重生,二蛇,连载,都市,,,,7.4,2,    Lv.4 ,8,1094.40万,2250,88,0,0
天年悟道,清心望月,完本,仙侠,,,,8.4,1,    Lv.3 ,3,497.41万,1593,36,0,0
逛荡,秋远航,完本,都市,,,,7.2,1,    Lv.1 ,2,58.01万,155,88,0,0
网游之霸刺,兔子的猜想,完本,游戏,,,,8.9,35,    Lv.2 ,3,220.61万,626,37,7,0
奶爸的歼星舰,继续倔强,完本,玄幻,,,,8.8,46,    Lv.4 ,8,761.65万,1401,39,0,0
功夫神虎,庵主,完本,武侠,,,,7.2,1,    Lv.1 ,2,143.89万,406,89,0,0
战破苍穹,龙大人,完本,游戏,,,,9.4,14,    Lv.5 ,7,983.62万,2328,37,0,0
无上大宗师,大江入海,完本,武侠,,,,8.5,48,    Lv.5 ,4,500.65万,1340,88,0,0
战火来袭,贪狼独坐,连载,军事,,,,9.3,21,    Lv.4 ,1,280.59万,1919,89,83,0
一品修仙,不放心油条,连载,仙侠,,,,8.8,231,    Lv.5 ,1,232.16万,447,41,1193,2
绿茵狂龙,真狼魂,完本,体育,,,,8.6,35,    Lv.4 ,4,422.48万,1531,37,0,0
小丑游戏,肥瓜,完本,悬疑灵异,,,,9,176,    Lv.4 ,3,169.48万,452,38,19,0
武侠世界里的超级玩家,想枕头的瞌睡,完本,游戏,,,,8.7,18,    Lv.5 ,5,1159.88万,2072,90,5,0
辽东钉子户,青史尽成灰,完本,历史,,,,9.2,56,    Lv.5 ,5,1303.80万,2255,89,7,0
山沟书画家,忘三川,完本,都市,,,,8.5,82,    Lv.3 ,4,154.98万,330,37,0,0
硬汉的娱乐圈,舞迪,连载,都市,,,,8.5,54,    Lv.3 ,2,66.90万,213,37,1,0
武侠世界轮回者,墨羽云山,连载,科幻,,,,8.4,143,    Lv.5 ,3,197.73万,440,38,508,3
篮坛饿狼传说,兔来割草,完本,体育,,,,9.1,183,    Lv.5 ,6,1209.06万,1878,90,0,0
大明好国舅,宇丑,连载,历史,,,,8.9,30,    Lv.4 ,1,198.68万,535,37,203,3
贞观帝师,石肆,完本,历史,,,,9,41,    Lv.4 ,4,649.42万,1472,89,18,0
最佳反派,丧失亲王,连载,科幻,,,,8.9,133,    Lv.3 ,1,153.35万,447,89,0,0
秩序之印,天生狂道,完本,玄幻,,,,2,0,    Lv.1 ,3,103.18万,602,68,0,0
超级电信帝国,老井古柳,连载,都市,,,,9.3,48,    Lv.4 ,1,201.52万,1320,69,0,0
漫威世界的穿越者,家有伟小宝,连载,科幻,,,,8.9,44,    Lv.3 ,1,281.25万,645,68,0,0
史前入侵,天堂羽,完本,科幻,,,,2,0,    大神 ,9,1547.63万,3730,89,0,0
幻皇武帝,哲诗,完本,玄幻,,,,0,0,    Lv.2 ,1,82.40万,159,38,0,0
无敌升级,五花牛,完本,玄幻,,,,9.1,215,    Lv.3 ,1,205.35万,394,90,0,0
全能照妖镜,草鱼L,完本,玄幻,,,,8.5,117,    Lv.4 ,2,566.05万,669,38,25,0
网游之逆天戒指,上古圣贤,完本,游戏,,,,8.9,59,    Lv.5 ,2,670.34万,1679,38,20,0
天道之宰,叶奇,完本,玄幻,,,,8.8,22,    Lv.3 ,2,259.56万,717,89,0,0
美国英雄,垂天之翼,完本,都市,,,,9.4,865,    Lv.3 ,4,242.47万,548,89,0,0
降临深渊,七上八下,完本,科幻,,,,2,0,    Lv.1 ,3,49.23万,228,89,0,0
旧书大亨,镔铁,完本,都市,,,,8.8,24,    Lv.4 ,8,925.53万,3566,90,0,0
魔境主宰,中二的菌菇,完本,游戏,,,,8.5,177,    Lv.4 ,4,246.58万,607,38,24,0
异域降生,极冷,连载,奇幻,,,,8.7,162,    Lv.2 ,1,47.65万,143,38,0,0
足球之召唤千军,莫为难,连载,体育,,,,8.7,25,    Lv.2 ,1,245.59万,509,37,42,0
圣秦霸途,颜夫子,完本,历史,,,,8.6,47,    Lv.3 ,4,186.87万,490,68,1,0
大宋私生子,何昊远,完本,历史,,,,9.1,224,    Lv.5 ,5,889.91万,1784,69,1,0
临时监护人,海底漫步者,完本,都市,,,,9,75,    Lv.5 ,3,351.75万,600,37,10,0
末日土行者,宝巨要崛起,完本,科幻,,,,8.8,16,    Lv.4 ,6,473.47万,854,90,0,0
纳妾记II,沐轶,完本,历史,,,,7.2,4,    大神 ,17,1849.30万,3258,89,0,0
超级修炼系统,包租东,完本,玄幻,,,,8.9,32,    Lv.4 ,1,662.26万,1338,38,22,0
总裁校花赖上我,鱼人二代,连载,都市,,,,8.4,38,    白金 ,6,3231.23万,4149,90,41,0
五代末年风云录,肖申克117,连载,历史,,,,0,0,    Lv.1 ,1,90.82万,910,88,0,0
中流击楫,东风西浸,连载,历史,,,,0,0,    Lv.1 ,1,44.59万,90,67,0,0
打造电影教父,万乘北宸,完本,都市,,,,7.5,5,    Lv.4 ,4,807.59万,1856,68,2,0
书剑传,青录,完本,仙侠,,,,0,0,    Lv.3 ,2,286.84万,890,88,0,0
尚谋（原暗夜舞影）,包子有馅,连载,历史,,,,0,0,    Lv.1 ,1,26.22万,131,36,0,0
发个红包去未来,缘三世,完本,都市,,,,8.6,26,    Lv.3 ,5,256.33万,513,69,1,0
回到过去当土豪,观唐,连载,都市,,,,0,0,    Lv.3 ,1,59.61万,138,90,0,0
窥阴阳,三水淼,连载,都市,,,,9.3,11,    Lv.2 ,2,148.26万,341,91,0,0
都市狙魔人,费神,完本,科幻,,,,0,0,    Lv.1 ,3,179.26万,589,37,0,0
玩转香江,将臣之名,完本,都市,,,,9.1,55,    Lv.3 ,7,350.78万,799,89,5,0
我在三国打直播,白皮小火车,连载,历史,,,,9.1,26,    Lv.3 ,2,84.75万,208,89,0,0
1871神圣冲击,纳尔逊勋爵,连载,历史,,,,9.1,88,    Lv.1 ,2,200.09万,581,69,1,0
电影世界抽奖传,刀尖上的惊雷,连载,都市,,,,8.7,157,    Lv.2 ,4,425.34万,726,90,0,0
超级全能控卫,一江寒月,完本,体育,,,,9.2,33,    Lv.4 ,5,587.54万,1507,89,1,0
重生之拿破伦二世,流泪的鱼wyj,完本,历史,,,,7.2,9,    Lv.5 ,5,809.22万,2764,68,0,0
绝对荣誉,严七官,完本,军事,,,,9,59,    Lv.5 ,3,526.18万,1520,38,108,0
逍遥军医,中秋月明,完本,都市,,,,9.1,59,    Lv.5 ,5,1272.91万,1681,38,17,0
凡世歌,小妖方狄,连载,仙侠,,,,9.4,1163,    Lv.1 ,1,311.07万,1206,89,0,0
黑瞳魔弓,龙骨,连载,玄幻,,,,0,0,    Lv.1 ,1,33.26万,119,67,0,0
百草仙,贫道潜水,连载,仙侠,,,,2,0,    Lv.1 ,3,115.83万,320,89,0,0
妖道在异界,玩游戏的懒人,连载,玄幻,,,,0,0,    Lv.1 ,1,23.39万,53,36,0,0
变身病弱科技少女,王子虚,完本,二次元,,,,8.5,82,    Lv.4 ,2,209.76万,468,37,12,0
峨眉祖师,油炸咸鱼,连载,仙侠,,,,8.6,97,    Lv.4 ,1,284.91万,648,38,371,0
异界最强战斗法师,木木狂歌,完本,游戏,,,,9.2,65,    Lv.3 ,4,779.56万,1780,38,0,0
非洲帝国,放下屠刀留你全尸,连载,历史,,,,7.2,1,    Lv.1 ,1,51.36万,105,89,0,0
某美漫的机械主宰,九命肥猫,连载,科幻,,,,8.5,61,    Lv.4 ,3,237.51万,524,38,5,0
网金之古墓大师兄,葛鲍,完本,游戏,,,,8.9,28,    Lv.1 ,1,74.66万,155,88,0,0
入侵型月,我是唐僧我不骑白马,完本,科幻,,,,8.9,64,    Lv.3 ,7,665.01万,1149,90,0,0
三界超市,房产大亨,完本,都市,,,,9,110,    Lv.4 ,8,558.09万,1057,91,2,0
傲视天地,高铁,完本,玄幻,,,,8.7,139,    Lv.1 ,2,258.14万,428,89,0,0
最强散财神豪,鹌鹑皮蛋,完本,都市,,,,8.9,76,    Lv.3 ,1,97.16万,268,37,6,0
劫师,君不见,完本,玄幻,,,,7.2,1,    Lv.4 ,10,1611.00万,3189,88,0,0
游戏之狩魔猎人,阡之陌一,连载,游戏,,,,8.9,90,    Lv.4 ,1,213.62万,542,37,347,1
聊斋之上仙,咆哮的巨熊,连载,仙侠,,,,8.5,83,    Lv.1 ,1,25.13万,86,37,0,0
战国修罗传,御宅烟魔,完本,历史,,,,8.9,28,    Lv.4 ,2,479.72万,1188,64,0,0
破界,赖飞,连载,玄幻,,,,7.4,1,    Lv.1 ,1,77.29万,287,37,0,0
肉甲,黄金萝卜,连载,科幻,,,,7.2,3,    Lv.1 ,2,69.15万,166,89,0,0
黑金大亨,美女杀手,完本,都市,,,,6.3,3,    Lv.1 ,2,141.53万,1251,90,0,0
穿越之异界君临天下,liuyohu,完本,玄幻,,,,0,0,    Lv.1 ,2,260.94万,665,69,0,0
僵尸问道,周郎羡,完本,仙侠,,,,8.9,250,    Lv.4 ,7,716.52万,1428,90,3,0
异界龙组,一艘害虫,连载,玄幻,,,,2,0,    Lv.1 ,1,30.03万,92,88,0,0
位面武侠神话,望天邀明月,完本,游戏,,,,7.5,1,    Lv.2 ,3,361.31万,1059,89,1,0
仙狱,煮酒论咖啡,完本,仙侠,,,,2,1,    Lv.4 ,7,1173.60万,2104,90,0,0
最强客卿,竹管,完本,玄幻,,,,8.9,234,    Lv.3 ,4,386.96万,656,90,4,0
亡灵法师末世行,六道沉沦,完本,科幻,,,,7.3,5,    Lv.5 ,2,1162.11万,1855,90,3,0
妙木山的塔姆仙人,河流之汪,完本,二次元,,,,8.8,93,    Lv.5 ,3,280.68万,490,38,10,0
三国骁将,汉风雄烈,完本,历史,,,,7.2,2,    Lv.4 ,6,1352.56万,2868,68,0,0
明末之逆流战神,自由与荣耀,暂停,历史,,,,2,0,    Lv.1 ,5,67.67万,321,67,0,0
神武图,醉上空城,完本,玄幻,,,,9.1,31,    Lv.1 ,4,227.56万,596,37,3,0
大唐新秩序,八宝饭,完本,历史,,,,8.8,117,    Lv.4 ,3,432.34万,1143,37,2,0
仙侠之打工皇帝,九凌燕,连载,仙侠,,,,2.5,2,    Lv.1 ,1,38.10万,83,64,0,0
以神为饵,光环嘟,连载,玄幻,,,,9.2,83,    Lv.2 ,2,260.88万,648,37,0,0
王牌大玩家,暴君恐龙,连载,科幻,,,,7.3,1,    Lv.1 ,1,140.36万,243,91,0,0
恶棍之路,欧小花,完本,体育,,,,8.5,33,    Lv.1 ,2,113.19万,284,68,0,0
洗伐,朱十七,连载,现实,,,,7.2,3,    Lv.1 ,2,89.31万,301,88,0,0
这个游戏不简单,我也很绝望,连载,二次元,,,,8.7,104,    Lv.4 ,3,310.47万,660,39,532,1
爆头巫师,深蓝椰子汁,完本,玄幻,,,,7.6,7,    Lv.5 ,5,782.94万,1334,91,0,0
bug之神,耳火大帝,完本,科幻,,,,9,55,    Lv.3 ,5,309.53万,779,91,0,0
末世兑换高手,柠檬去,完本,科幻,,,,9,274,    Lv.1 ,1,160.57万,375,68,0,0
娜迦神族,越州,连载,奇幻,,,,8.6,93,    Lv.3 ,2,313.33万,664,37,64,0
我是大军阀,于弄仁,连载,历史,,,,8.4,1,    Lv.1 ,1,22.71万,230,36,0,0
不义超人闯二次元,龙之宫,连载,二次元,,,,8.4,43,    Lv.3 ,5,726.87万,1676,89,0,0
摸金天帝,狗狍子,完本,玄幻,,,,8.9,23,    大神 ,7,1090.67万,3178,90,0,0
异界称神,瘦肉包,连载,玄幻,,,,2,0,    Lv.1 ,1,66.13万,260,69,0,0
全见习职业,黄山黑虎松,完本,玄幻,,,,0,0,    Lv.1 ,1,46.75万,90,88,0,0
方寸杀,飘零幻,完本,玄幻,,,,8.9,116,    Lv.5 ,13,1264.76万,3080,90,1,0
诸神十二乐章,突然光和热,完本,玄幻,,,,8.6,20,    Lv.5 ,6,954.60万,2971,89,0,0
我的明星老师,夜的光,完本,都市,,,,8.6,129,    Lv.4 ,2,277.79万,544,39,11,0
心之壁的回响,境界的彼方,连载,奇幻,,,,9.4,32,    Lv.1 ,2,112.95万,428,37,0,0
超武时代,继续倔强,完本,玄幻,,,,8.8,90,    Lv.4 ,8,761.65万,1401,91,2,0
仙途正道,廿虹,完本,仙侠,,,,8.8,15,    Lv.1 ,3,504.60万,2025,37,0,0
仙武科技,它山,连载,科幻,,,,3,7,    Lv.2 ,2,212.65万,466,90,0,0
天下造化,忘子聪,暂停,玄幻,,,,9.4,22,    Lv.1 ,1,64.61万,238,88,0,0
贞观攻略,御炎,完本,历史,,,,8.8,111,    Lv.5 ,5,866.56万,1649,91,8,0
异界伪装者,菩提明镜,连载,玄幻,,,,0,0,    Lv.1 ,1,125.24万,134,67,0,0
再生之时光倒流,燕北闲,连载,玄幻,,,,0,0,    Lv.1 ,1,63.33万,234,36,0,0
狂暴连击,Deathstate,完本,科幻,,,,8.8,134,    Lv.3 ,7,2060.50万,2882,90,0,0
神级美食主播,黑色花灯,连载,都市,,,,8.4,65,    Lv.5 ,2,628.62万,951,38,440,0
巫界之无限火力,凰中鲤,完本,奇幻,,,,8.7,68,    Lv.5 ,2,374.11万,797,89,4,0
韩娱之炫爱,明镜依非台,连载,都市,,,,8.8,17,    Lv.4 ,2,518.39万,1013,37,0,0
正德五十年,竹下梨,完本,历史,,,,7.4,1,    Lv.4 ,2,599.00万,928,90,0,0
督主有令,迷路的鱼,暂停,玄幻,,,,8.7,57,    Lv.4 ,5,313.22万,1448,63,0,0
诗与刀,祝家大郎,连载,历史,,,,9,95,    Lv.5 ,4,440.05万,803,39,6,0
超神大武道,吾卫,连载,武侠,,,,8.5,140,    Lv.3 ,1,169.43万,385,37,2,0
魔幻异闻录,西贝猫,完本,玄幻,,,,9,61,    Lv.5 ,8,1961.80万,3884,69,0,0
凡心道,突然的自我,连载,仙侠,,,,2,0,    Lv.1 ,1,24.85万,71,67,0,0
雕龙刻凤,超级学靶,完本,都市,,,,8.7,121,    Lv.3 ,2,145.51万,452,69,2,0
异世之恶魔降临,南天,完本,玄幻,,,,2,0,    Lv.1 ,3,411.97万,646,68,0,0
重启大明,荆洚晓,连载,历史,,,,8.9,82,    Lv.5 ,2,407.37万,706,90,0,0
远征欧洲,鲇鱼头,完本,历史,,,,8.9,31,    Lv.4 ,3,628.32万,1033,38,6,0
魔兽真三之神级小兵,昨夜悠悠,连载,游戏,,,,8.6,37,    Lv.1 ,3,133.29万,237,37,0,0
国足救世主,那年那兔,完本,体育,,,,9,39,    Lv.3 ,1,134.72万,1289,89,0,0
临时城隍爷,城隍老爷,完本,仙侠,,,,2,0,    Lv.1 ,1,69.38万,153,69,0,0
魔性游戏,寒冰王子,完本,游戏,,,,8.9,16,    Lv.3 ,3,224.92万,463,90,2,0
主公,望平安,完本,历史,,,,8.7,122,    Lv.5 ,5,803.48万,1698,89,0,0
世界为王,白眼大帝,完本,科幻,,,,8.4,51,    Lv.1 ,2,31.06万,93,89,0,0
三国武器批发商,女儿叫婷婷,连载,历史,,,,0,0,    Lv.1 ,1,180.86万,442,68,0,0
重走枭雄路,摇摇-欲坠,完本,都市,,,,8.7,33,    Lv.5 ,4,603.43万,1203,37,1,0
一书封神,可笑书仙,完本,玄幻,,,,8.8,61,    Lv.1 ,2,261.90万,550,89,3,0
天机之神局,木野狐,连载,悬疑灵异,,,,9.9,18,    Lv.4 ,2,241.74万,587,36,40,0
法师真理,风惊云,完本,奇幻,,,,8.5,19,    Lv.3 ,1,72.88万,197,89,0,0
武德,烛泪,连载,历史,,,,0,0,    Lv.1 ,1,45.52万,127,88,0,0
体坛鹰雄,竹叶青草,完本,体育,,,,9.4,48,    Lv.1 ,1,84.50万,279,37,0,0
宅时代,翟南,完本,二次元,,,,8.6,75,    Lv.3 ,4,357.67万,640,38,1,0
刀剑都市,简星,连载,仙侠,,,,8.5,11,    Lv.2 ,1,65.78万,170,67,0,0
一路拔剑,鲁西平,完本,都市,,,,9,95,    Lv.4 ,3,683.62万,2119,88,0,0
武家栋梁,冰镇乌梅汤,完本,历史,,,,9,141,    Lv.3 ,2,369.52万,485,69,0,0
罪愆,尸身人面,完本,短篇,,,,0,0,    Lv.1 ,13,413.53万,1404,30,0,0
天鸿魔道,小小羽,完本,仙侠,,,,7.2,4,    Lv.5 ,7,2181.91万,3423,38,0,0
异度,铅笔刀,连载,科幻,,,,8.5,32,    Lv.4 ,5,796.97万,2706,88,6,0
异界天书,语成,完本,玄幻,,,,0,0,    Lv.3 ,4,408.60万,1516,69,0,0
刚拳,高森,完本,玄幻,,,,8.8,70,    Lv.5 ,8,1118.16万,2671,89,0,0
地球是上界,一叶败秋1,连载,仙侠,,,,8.5,44,    Lv.3 ,3,74.45万,165,37,0,0
宝瞳,东人,完本,都市,,,,8.9,55,    Lv.5 ,3,834.80万,1698,39,70,0
星海圣人,淡定从容的某人,连载,科幻,,,,8,7,    大神 ,3,488.58万,1024,88,0,0
三千大道,孤独枫,完本,仙侠,,,,2,0,    Lv.1 ,5,92.92万,971,88,0,0
霸秦,嬴无敌,完本,历史,,,,0,0,    Lv.1 ,3,186.89万,436,89,0,0
星河斗士,韦小宝,完本,科幻,,,,7.2,2,    大神 ,9,1169.38万,2742,89,0,0
神话征服者,云徐来,连载,科幻,,,,8.5,66,    Lv.1 ,1,43.96万,66,89,0,0
地君,润德先生,完本,悬疑灵异,,,,9.2,58,    Lv.4 ,4,718.76万,1490,38,5,4
网游之白帝无双,是否可以留下,连载,游戏,,,,9.1,58,    Lv.2 ,1,272.71万,1441,37,61,1
秦皇纪,殷扬,完本,历史,,,,8.8,101,    Lv.4 ,18,1617.56万,2786,89,0,0
崛起一万年,宝巨,完本,科幻,,,,8.6,91,    Lv.3 ,2,145.90万,272,38,4,0
妖人金靴,咱叫刘可乐,完本,体育,,,,8.5,38,    Lv.3 ,2,163.76万,327,38,3,0
天唐,格鱼,完本,历史,,,,8.8,216,    大神 ,5,886.65万,3447,90,0,0
余罪,常书欣,完本,现实,,,,9.3,118,    Lv.5 ,5,974.76万,1952,37,97,0
网游大摸金,我知鱼之乐,完本,游戏,,,,8.5,27,    Lv.5 ,4,510.67万,1178,89,6,0
柯南之开门我是警察,折纸星人,完本,二次元,,,,8.5,45,    Lv.2 ,3,193.93万,565,37,0,0
重生之超级大地主,位面劫匪,完本,都市,,,,7.6,3,    Lv.4 ,5,339.77万,934,88,3,0
金鳞大王,豹神,完本,仙侠,,,,2,0,    Lv.1 ,1,124.20万,385,89,0,0
鉴古仙真,黑熊掌,连载,仙侠,,,,7.2,2,    Lv.1 ,2,210.30万,469,89,0,0
网游秩序之剑,风之旅人,连载,游戏,,,,9.3,81,    Lv.2 ,1,336.78万,798,90,1,0
氪金魔主,凰中鲤,连载,玄幻,,,,8.5,116,    Lv.5 ,2,374.11万,797,38,663,0
拳头寂寞,始王,完本,游戏,,,,0,0,    Lv.1 ,3,113.67万,313,68,0,0
末世之宠物为王,六枭,完本,科幻,,,,8.5,82,    Lv.4 ,2,191.04万,522,38,38,0
修士的厨神生活,食颜而肥,完本,都市,,,,8.5,49,    Lv.4 ,1,189.70万,366,37,13,0
华娱之梦,二手男人当自强,连载,都市,,,,8.5,52,    Lv.3 ,4,545.73万,1176,37,138,0
穿越生存手册,瞬孤雪,完本,玄幻,,,,7.2,3,    Lv.1 ,2,161.56万,668,68,0,0
三国兵锋,龙奇儿,完本,历史,,,,0,0,    Lv.1 ,1,69.14万,147,90,0,0
大唐虎贲,无言不信,完本,历史,,,,9.1,76,    Lv.5 ,3,442.85万,1119,89,5,0
18世纪之新中华帝国,过江小卒,完本,历史,,,,2,0,    Lv.1 ,3,138.43万,352,68,0,0
无限之地球人的逆袭,干煸鱿鱼须,完本,科幻,,,,8.7,128,    Lv.3 ,2,524.39万,1124,90,0,0
打造娱乐帝国,万乘北宸,完本,都市,,,,8.6,84,    Lv.4 ,4,807.59万,1856,89,0,0
三国争霸之异军突起,蓝色宝剑,连载,历史,,,,2,0,    Lv.1 ,2,57.85万,314,88,0,0
刀御天元,孓无我,完本,玄幻,,,,8.5,64,    Lv.4 ,4,934.03万,2889,69,0,0
足球之娱乐巨星,就叫小新,完本,体育,,,,8.4,24,    Lv.3 ,5,525.78万,1276,64,2,0
阴阳师异界游,耗子欺负猫,完本,玄幻,,,,9,135,    Lv.3 ,4,615.56万,1206,89,0,0
神能,流浪的风,连载,玄幻,,,,7.2,2,    Lv.1 ,1,45.22万,828,68,0,0
迷失在地球的外星综合舰,冷雪冰川,完本,都市,,,,8.7,193,    Lv.4 ,3,269.75万,728,70,10,0
凡途,紫爵,连载,仙侠,,,,8.6,20,    Lv.1 ,1,211.40万,529,89,0,0
最强特种兵之龙刺,赤色星尘,完本,军事,,,,8.7,22,    大神 ,2,722.86万,1574,38,43,0
从前有座灵剑山,国王陛下,完本,仙侠,,,,9,139,    大神 ,6,915.85万,2316,37,78,1
至尊神眼系统,李菩提,连载,都市,,,,9.4,570,    Lv.1 ,1,32.00万,79,37,0,0
欲望星海,天子,完本,都市,,,,2,0,    大神 ,6,1219.76万,4761,36,0,0
伪法狂徒,半张卡片,完本,玄幻,,,,2,0,    Lv.1 ,1,35.42万,242,89,0,0
艾泽拉斯冒险指南,小白兔乖乖,连载,游戏,,,,8.9,51,    Lv.3 ,2,187.09万,612,68,2,0
全能数学家,大米小麦0,完本,都市,,,,8.4,70,    Lv.2 ,3,70.92万,163,37,0,0
随身领取升级礼包,微笑向暖02,完本,玄幻,,,,8.8,164,    Lv.2 ,2,166.32万,264,90,2,0
异界创世纪,迷途的鸽子,完本,玄幻,,,,2,0,    Lv.1 ,1,63.50万,249,67,0,0
电影世界大红包,葱花拌豆腐,连载,科幻,,,,8.6,80,    Lv.4 ,1,274.98万,575,90,25,0
超级全能巨星,惊艳一脚,完本,体育,,,,8.4,23,    Lv.4 ,3,478.46万,1871,37,1,0
逆天升级,野白菜,完本,玄幻,,,,8.8,136,    Lv.4 ,5,253.31万,845,91,0,0
极品大教皇,重新飞起来,完本,玄幻,,,,9.1,127,    Lv.4 ,5,459.77万,881,90,0,0
幻剑冥侠,坚强的鱼妞,连载,仙侠,,,,3.2,6,    Lv.3 ,7,738.42万,1419,37,2,0
通天之旅,天冰石,完本,玄幻,,,,8.7,34,    Lv.1 ,1,148.22万,803,88,0,0
玩宝,冬雪晚晴,完本,都市,,,,9.2,42,    Lv.4 ,10,746.96万,2194,68,8,0
背后有人,青衣侯,完本,悬疑灵异,,,,7.2,5,    Lv.1 ,2,77.34万,214,88,0,0
银河争霸战,紫钗恨,完本,科幻,,,,0,0,    Lv.4 ,6,558.28万,2308,68,0,0
机甲狙击手,歪倒,完本,科幻,,,,7.2,5,    Lv.1 ,11,769.66万,1867,67,1,0
末世重生之战神,末日方丈,连载,科幻,,,,0,0,    Lv.1 ,1,78.55万,135,90,0,0
风水大相师,精品香烟,完本,都市,,,,9.3,63,    Lv.5 ,6,761.34万,1398,39,17,0
神书,薪意,完本,玄幻,,,,9.2,527,    Lv.5 ,4,633.18万,1371,90,2,0
从零开始的神奇宝贝,七十二七,连载,二次元,,,,9.1,107,    Lv.3 ,2,103.53万,225,37,0,0
唤神,猪兔同眠,连载,玄幻,,,,9,51,    Lv.3 ,4,660.05万,1131,90,0,0
我的纨绔法身,狗狍子,完本,都市,,,,8.5,24,    大神 ,7,1090.67万,3178,37,0,0
异界血妖,虫子虽小,连载,玄幻,,,,2,0,    Lv.1 ,1,24.30万,67,67,0,0
宦海仙途,白领如来,完本,仙侠,,,,9.1,92,    Lv.5 ,4,269.15万,511,39,0,0
篡秦,千年龙王l,完本,历史,,,,9.1,28,    Lv.4 ,5,967.72万,1684,38,0,0
极具恐怖,弹指一笑间,完本,悬疑灵异,,,,9.1,163,    Lv.5 ,4,911.29万,1717,64,1,0
超级传奇巨星,一江寒月,完本,体育,,,,8.5,128,    Lv.4 ,5,587.54万,1507,37,0,0
谁与争锋,南朝陈,完本,玄幻,,,,9,82,    大神 ,5,425.97万,1197,90,0,0
超级神相,小小羽,完本,都市,,,,8.9,30,    Lv.5 ,7,2181.91万,3423,90,24,0
天书科技,一桶布丁,完本,都市,,,,9.1,84,    Lv.4 ,3,189.12万,1261,91,0,0
萨拉弗的龙翼挽歌,归兮北冥,连载,奇幻,,,,9.4,66,    Lv.1 ,1,60.98万,180,88,4,0
执卡者,突然光和热,完本,游戏,,,,9.1,94,    Lv.5 ,6,954.60万,2971,88,0,0
神龙德鲁伊,玄吟,完本,玄幻,,,,7.2,5,    Lv.1 ,2,99.60万,307,68,0,0
懒人正传,火麟翼,连载,都市,,,,8.3,1,    Lv.1 ,3,143.40万,394,38,0,0
河图,想熬糨糊,完本,科幻,,,,7.2,3,    Lv.1 ,1,73.99万,280,88,0,0
玩火树王子,皓月星灯,完本,玄幻,,,,0,0,    Lv.1 ,5,264.73万,1260,36,0,0
奋斗,欲望,连载,游戏,,,,2,0,    Lv.1 ,1,53.24万,168,36,0,0
我的游戏能提现,地狱火炬,完本,游戏,,,,8.6,46,    Lv.2 ,2,116.48万,273,64,2,0
封印之世界,书圣,连载,游戏,,,,2,0,    Lv.1 ,1,29.18万,140,36,0,0
末世之我的世界,三舍堂,完本,科幻,,,,8.4,60,    Lv.4 ,11,511.50万,959,91,14,0
死神列车,死神钓者,完本,科幻,,,,8.7,36,    Lv.3 ,4,224.04万,481,69,1,0
得分之王,华晓鸥,完本,体育,,,,9,42,    Lv.4 ,5,486.75万,1388,89,0,0
洪荒旧事,司马中原.QD,连载,仙侠,,,,2,0,    Lv.1 ,1,15.89万,42,36,0,0
美漫之血清,龙王的后代,连载,科幻,,,,8.6,32,    Lv.3 ,1,115.56万,304,88,0,0
西门吹雪异界重生,泡面王子１,连载,玄幻,,,,2,0,    Lv.1 ,1,45.18万,56,36,0,0
文化征服异界,祈求者哀鸣,完本,二次元,,,,8.6,52,    Lv.3 ,4,282.15万,915,37,0,0
埃及神主,老告,连载,玄幻,,,,9.2,29,    Lv.1 ,4,746.55万,1505,68,0,0
神之手,叶忘神,完本,游戏,,,,7.3,2,    Lv.1 ,4,232.63万,480,68,0,0
球场上的暴君,终级BOSS飞,完本,体育,,,,8.6,13,    Lv.5 ,8,1037.13万,1943,90,0,0
